ID,Date,tsID,ACTUAL,Temp,Saturday,Sunday
3254,18.07.2010,16,130792,17,0,0
3255,19.07.2010,16,129723,13.5,0,0
3256,20.07.2010,16,121659,10.5,1,0
3257,21.07.2010,16,117632,12.5,0,1
3258,22.07.2010,16,129724,9,0,0
3259,23.07.2010,16,129177,8.5,0,0
3260,24.07.2010,16,127842,12,0,0
3261,25.07.2010,16,127353,13.5,0,0
3262,26.07.2010,16,127838,20.5,0,0
3263,27.07.2010,16,121082,20.5,1,0
3264,28.07.2010,16,115983,19,0,1
3265,29.07.2010,16,128334,18,0,0
3266,30.07.2010,16,132038,20.5,0,0
3267,31.07.2010,16,131953,22,0,0
3268,01.08.2010,16,132811,21.5,0,0
3269,02.08.2010,16,131874,20.5,0,0
3270,03.08.2010,16,122959,20,1,0
3271,04.08.2010,16,118989,19.5,0,1
3272,05.08.2010,16,134291,19.5,0,0
3273,06.08.2010,16,136634,13,0,0
3274,07.08.2010,16,136371,13.5,0,0
3275,08.08.2010,16,135384,16.5,0,0
3276,09.08.2010,16,135857,17.5,0,0
3277,10.08.2010,16,126703,18.5,1,0
3278,11.08.2010,16,122579,18.5,0,1
3279,12.08.2010,16,136070,21.5,0,0
3280,13.08.2010,16,139034,23,0,0
3281,14.08.2010,16,141941,18.5,0,0
3282,15.08.2010,16,142042,14.5,0,0
3283,16.08.2010,16,141750,16,0,0
3284,17.08.2010,16,131716,20.5,1,0
3285,18.08.2010,16,125334,25,0,1
3286,19.08.2010,16,138474,23.5,0,0
3287,20.08.2010,16,136987,18,0,0
3288,21.08.2010,16,135946,19.5,0,0
3289,22.08.2010,16,136796,22.5,0,0
3290,23.08.2010,16,136822,19.5,0,0
3291,24.08.2010,16,126977,24,1,0
3292,25.08.2010,16,122313,23.5,0,1
3293,26.08.2010,16,136158,25.5,0,0
3294,27.08.2010,16,137131,25.5,0,0
3295,28.08.2010,16,137347,25.5,0,0
3296,29.08.2010,16,135858,24.5,0,0
3297,30.08.2010,16,132526,23,0,0
3298,31.08.2010,16,125302,20,1,0
3299,01.09.2010,16,121812,18.5,0,1
3300,02.09.2010,16,135010,20.5,0,0
3301,03.09.2010,16,136478,22,0,0
3302,04.09.2010,16,137463,21,0,0
3303,05.09.2010,16,137746,26,0,0
3304,06.09.2010,16,139008,26,0,0
3305,07.09.2010,16,131708,24.5,1,0
3306,08.09.2010,16,124523,23.5,0,1
3307,09.09.2010,16,139695,21,0,0
3308,10.09.2010,16,140697,21.5,0,0
3309,11.09.2010,16,138884,22.5,0,0
3310,12.09.2010,16,141163,22,0,0
3311,13.09.2010,16,140438,20.5,0,0
3312,14.09.2010,16,130039,18,1,0
3313,15.09.2010,16,124563,17.5,0,1
3314,16.09.2010,16,140010,20.5,0,0
3315,17.09.2010,16,142078,22,0,0
3316,18.09.2010,16,142406,19.5,0,0
3317,19.09.2010,16,142288,19.5,0,0
3318,20.09.2010,16,142695,20.5,0,0
3319,21.09.2010,16,132958,21.5,1,0
3320,22.09.2010,16,128095,20.5,0,1
3321,23.09.2010,16,143678,18,0,0
3322,24.09.2010,16,144962,18,0,0
3323,25.09.2010,16,145926,16,0,0
3324,26.09.2010,16,147554,18,0,0
3325,27.09.2010,16,149157,17,0,0
3326,28.09.2010,16,140316,19.5,1,0
3327,29.09.2010,16,134479,20.5,0,1
3328,30.09.2010,16,150983,21,0,0
3329,01.10.2010,16,154252,18.5,0,0
3330,02.10.2010,16,156221,20.5,0,0
3331,03.10.2010,16,158081,21.5,0,0
3332,04.10.2010,16,157727,21.5,0,0
3333,05.10.2010,16,148815,22.1,1,0
3334,06.10.2010,16,142061,23.5,0,1
3335,07.10.2010,16,157009,20.5,0,0
3336,08.10.2010,16,159940,17,0,0
3337,09.10.2010,16,160109,17.5,0,0
3338,10.10.2010,16,157991,19.5,0,0
3339,11.10.2010,16,157328,21.4,0,0
3340,12.10.2010,16,147721,22.5,1,0
3341,13.10.2010,16,142358,24.1,0,1
3342,14.10.2010,16,157549,25.5,0,0
3343,15.10.2010,16,155424,25.5,0,0
3344,16.10.2010,16,157248,25.5,0,0
3345,17.10.2010,16,157442,21.5,0,0
3346,18.10.2010,16,157711,18.5,0,0
3347,19.10.2010,16,148862,18.5,1,0
3348,20.10.2010,16,141251,17.9,0,1
3349,21.10.2010,16,159582,18,0,0
3350,22.10.2010,16,162247,19.1,0,0
3351,23.10.2010,16,163904,19.5,0,0
3352,24.10.2010,16,163916,19.5,0,0
3353,25.10.2010,16,163330,23,0,0
3354,26.10.2010,16,151914,18,1,0
3355,27.10.2010,16,143935,15.5,0,1
3356,28.10.2010,16,160578,12.5,0,0
3357,29.10.2010,16,161124,14,0,0
3358,30.10.2010,16,159735,15.5,0,0
3359,31.10.2010,16,158313,15.5,0,0
3360,01.11.2010,16,158545,19.4,0,0
3361,02.11.2010,16,148599,18.5,1,0
3362,03.11.2010,16,142643,17,0,1
3363,04.11.2010,16,143466,16,0,1
3364,05.11.2010,16,155283,15,0,0
3365,06.11.2010,16,153493,17.8,0,0
3366,07.11.2010,16,156192,16,0,0
3367,08.11.2010,16,156939,16,0,0
3368,09.11.2010,16,149178,15,1,0
3369,10.11.2010,16,143063,13.5,0,1
3370,11.11.2010,16,157947,12.5,0,0
3371,12.11.2010,16,159368,11,0,0
3372,13.11.2010,16,160566,13.5,0,0
3373,14.11.2010,16,161530,13.5,0,0
3374,15.11.2010,16,162054,13,0,0
3375,16.11.2010,16,152520,14.5,1,0
3376,17.11.2010,16,146949,17,0,1
3377,18.11.2010,16,162538,15.5,0,0
3378,19.11.2010,16,163890,12.5,0,0
3379,20.11.2010,16,164990,12,0,0
3380,21.11.2010,16,163722,10.9,0,0
3381,22.11.2010,16,163519,11,0,0
3382,23.11.2010,16,155677,13.7,1,0
3383,24.11.2010,16,150316,12.7,0,1
3384,25.11.2010,16,165024,9.5,0,0
3385,26.11.2010,16,166855,9,0,0
3386,27.11.2010,16,167210,6.5,0,0
3387,28.11.2010,16,168531,5,0,0
3388,29.11.2010,16,168320,3,0,0
3389,30.11.2010,16,158006,4.5,1,0
3390,01.12.2010,16,152883,2.5,0,1
3391,02.12.2010,16,167101,1.8,0,0
3392,03.12.2010,16,170742,3,0,0
3393,04.12.2010,16,171213,1.6,0,0
3394,05.12.2010,16,171555,1.3,0,0
3395,06.12.2010,16,171467,0,0,0
3396,07.12.2010,16,160901,2.4,1,0
3397,08.12.2010,16,156890,6,0,1
3398,09.12.2010,16,172204,9,0,0
3399,10.12.2010,16,173500,5.5,0,0
3400,11.12.2010,16,174901,10.5,0,0
3401,12.12.2010,16,175482,10,0,0
3402,13.12.2010,16,176500,7,0,0
3403,14.12.2010,16,165131,5.2,1,0
3404,15.12.2010,16,159364,4.5,0,1
3405,16.12.2010,16,175391,3,0,0
3406,17.12.2010,16,178450,7,0,0
3407,18.12.2010,16,176139,4.6,0,0
3408,19.12.2010,16,175567,1.5,0,0
3409,20.12.2010,16,176513,6.1,0,0
3410,21.12.2010,16,166425,3.4,1,0
3411,22.12.2010,16,161442,1.5,0,1
3412,23.12.2010,16,175308,-1,0,0
3413,24.12.2010,16,173611,-1.4,0,0
3414,25.12.2010,16,170894,2.5,0,0
3415,26.12.2010,16,169089,5.5,0,0
3416,27.12.2010,16,166998,6.7,0,0
3417,28.12.2010,16,158530,6,1,0
3418,29.12.2010,16,153701,6.5,0,1
3419,30.12.2010,16,164277,8.7,0,0
3420,31.12.2010,16,155043,10,0,0
3421,01.01.2011,16,139623,7.5,0,1
3422,02.01.2011,16,143565,2.6,0,1
3423,03.01.2011,16,147587,3.1,0,1
3424,04.01.2011,16,148135,6.5,1,0
3425,05.01.2011,16,149201,8,0,1
3426,06.01.2011,16,149723,7,0,1
3427,07.01.2011,16,147132,8.5,0,1
3428,08.01.2011,16,150715,10,0,1
3429,09.01.2011,16,161675,6.5,0,0
3430,10.01.2011,16,162141,5,0,0
3431,11.01.2011,16,151518,5.5,1,0
3432,12.01.2011,16,150401,8,0,1
3433,13.01.2011,16,161327,3,0,0
3434,14.01.2011,16,161583,0.5,0,0
3435,15.01.2011,16,164943,3.5,0,0
3436,16.01.2011,16,166220,2,0,0
3437,17.01.2011,16,166115,0.5,0,0
3438,18.01.2011,16,160752,1.7,1,0
3439,19.01.2011,16,158395,3,0,1
3440,20.01.2011,16,173064,-0.5,0,0
3441,21.01.2011,16,178119,0.5,0,0
3442,22.01.2011,16,178215,-1,0,0
3443,23.01.2011,16,178386,0,0,0
3444,24.01.2011,16,177802,-1,0,0
3445,25.01.2011,16,168653,-1.7,1,0
3446,26.01.2011,16,164804,-0.7,0,1
3447,27.01.2011,16,180398,-1.5,0,0
3448,28.01.2011,16,183742,0,0,0
3449,29.01.2011,16,185518,-2,0,0
3450,30.01.2011,16,186440,0,0,0
3451,31.01.2011,16,188740,-1.8,0,0
3452,01.02.2011,16,178215,-4,1,0
3453,02.02.2011,16,171037,-0.8,0,1
3454,03.02.2011,16,185800,-6.5,0,0
3455,04.02.2011,16,184015,-7.3,0,0
3456,05.02.2011,16,183294,-2,0,0
3457,06.02.2011,16,182777,-3.7,0,0
3458,07.02.2011,16,184437,-4,0,0
3459,08.02.2011,16,176149,-3,1,0
3460,09.02.2011,16,169280,-3.5,0,1
3461,10.02.2011,16,182320,-7.8,0,0
3462,11.02.2011,16,180572,-16,0,0
3463,12.02.2011,16,180290,-15,0,0
3464,13.02.2011,16,178932,-4.5,0,0
3465,14.02.2011,16,176769,-4,0,0
3466,15.02.2011,16,164283,-9,1,0
3467,16.02.2011,16,159681,-13.5,0,1
3468,17.02.2011,16,175219,-12.5,0,0
3469,18.02.2011,16,171846,-2,0,0
3470,19.02.2011,16,170198,-4.5,0,0
3471,20.02.2011,16,168663,-10.5,0,0
3472,21.02.2011,16,169126,-3.5,0,0
3473,22.02.2011,16,162149,-2.5,1,0
3474,23.02.2011,16,159997,-1,0,1
3475,24.02.2011,16,176278,0.8,0,0
3476,25.02.2011,16,175579,-0.5,0,0
3477,26.02.2011,16,174439,-2,0,0
3478,27.02.2011,16,172412,-4,0,0
3479,28.02.2011,16,169858,-3.6,0,0
3480,01.03.2011,16,162001,-1.9,1,0
3481,02.03.2011,16,156292,-0.8,0,1
3482,03.03.2011,16,169947,0.5,0,0
3483,04.03.2011,16,168890,0,0,0
3484,05.03.2011,16,168426,-1.5,0,0
3485,06.03.2011,16,168094,-6.5,0,0
3486,07.03.2011,16,166654,-9,0,0
3487,08.03.2011,16,149948,-5.8,1,0
3488,09.03.2011,16,148467,-6,0,1
3489,10.03.2011,16,151041,-2.5,0,1
3490,11.03.2011,16,165131,-1,0,0
3491,12.03.2011,16,163577,0.5,0,0
3492,13.03.2011,16,161212,0,0,0
3493,14.03.2011,16,160824,-0.4,0,0
3494,15.03.2011,16,149395,-0.5,1,0
3495,16.03.2011,16,143979,-1,0,1
3496,17.03.2011,16,159059,-3.4,0,0
3497,18.03.2011,16,161166,-9,0,0
3498,19.03.2011,16,161984,-10.7,0,0
3499,20.03.2011,16,162531,-9.9,0,0
3500,21.03.2011,16,161952,-14.1,0,0
3501,22.03.2011,16,151407,-19.4,1,0
3502,23.03.2011,16,146494,-17,0,1
3503,24.03.2011,16,157948,-13,0,0
3504,25.03.2011,16,156050,-17.8,0,0
3505,26.03.2011,16,154716,-16.6,0,0
3506,27.03.2011,16,153700,-18.5,0,0
3507,28.03.2011,16,154496,-22.5,0,0
3508,29.03.2011,16,146263,-25,1,0
3509,30.03.2011,16,141596,-19.5,0,1
3510,31.03.2011,16,156675,-25.2,0,0
3511,01.04.2011,16,157801,-28.5,0,0
3512,02.04.2011,16,158253,-25.5,0,0
3513,03.04.2011,16,159433,-22.8,0,0
3514,04.04.2011,16,158404,-23.9,0,0
3515,05.04.2011,16,148634,-22.5,1,0
3516,06.04.2011,16,142111,-12.9,0,1
3517,07.04.2011,16,155067,-14,0,0
3518,08.04.2011,16,156763,-19.3,0,0
3519,09.04.2011,16,154480,-19.5,0,0
3520,10.04.2011,16,154250,-26.7,0,0
3521,11.04.2011,16,153205,-20,0,0
3522,12.04.2011,16,144816,-12.5,1,0
3523,13.04.2011,16,138776,-13.5,0,1
3524,14.04.2011,16,151240,-12.8,0,0
3525,15.04.2011,16,152048,-9.5,0,0
3526,16.04.2011,16,151684,-5.2,0,0
3527,17.04.2011,16,150212,-1,0,0
3528,18.04.2011,16,149331,-1,0,0
3529,19.04.2011,16,138795,-4.9,1,0
3530,20.04.2011,16,130894,-4.5,0,1
3531,21.04.2011,16,145693,-4.3,0,0
3532,22.04.2011,16,142252,-2,0,0
3533,23.04.2011,16,140060,-1,0,0
3534,24.04.2011,16,139789,-11.5,0,0
3535,25.04.2011,16,140938,-21.4,0,0
3536,26.04.2011,16,133782,-21,1,0
3537,27.04.2011,16,126230,-9.5,0,1
3538,28.04.2011,16,137941,-6.5,0,0
3539,29.04.2011,16,136474,-5.1,0,0
3540,30.04.2011,16,131755,-7,0,0
3541,01.05.2011,16,118190,-6.5,0,1
3542,02.05.2011,16,116608,-4.5,0,1
3543,03.05.2011,16,118628,-6.5,1,0
3544,04.05.2011,16,117240,-8.5,0,1
3545,05.05.2011,16,132183,-8.2,0,0
3546,06.05.2011,16,133588,-7.1,0,0
3547,07.05.2011,16,134376,-4,0,0
3548,08.05.2011,16,133156,-5,0,0
3549,09.05.2011,16,120198,-1.8,0,1
3550,10.05.2011,16,121476,-1,1,0
3551,11.05.2011,16,118723,-0.3,0,1
3552,12.05.2011,16,133369,1.2,0,0
3553,13.05.2011,16,135049,1.4,0,0
3554,14.05.2011,16,135379,1.5,0,0
3555,15.05.2011,16,137303,0.4,0,0
3556,16.05.2011,16,136975,2.1,0,0
3557,17.05.2011,16,125193,2,1,0
3558,18.05.2011,16,122846,0,0,1
3559,19.05.2011,16,136032,-1,0,0
3560,20.05.2011,16,136864,-3.3,0,0
3561,21.05.2011,16,137400,-6,0,0
3562,22.05.2011,16,138178,-5.5,0,0
3563,23.05.2011,16,137678,1.4,0,0
3564,24.05.2011,16,130036,4.2,1,0
3565,25.05.2011,16,124309,4.6,0,1
3566,26.05.2011,16,136840,5.2,0,0
3567,27.05.2011,16,138094,2.2,0,0
3568,28.05.2011,16,139354,0.2,0,0
3569,29.05.2011,16,137172,-2,0,0
3570,30.05.2011,16,136220,-4.5,0,0
3571,31.05.2011,16,124979,-2.8,1,0
3572,01.06.2011,16,120503,-3.5,0,1
3573,02.06.2011,16,134027,-2.3,0,0
3574,03.06.2011,16,134250,-3,0,0
3575,04.06.2011,16,136387,-1.4,0,0
3576,05.06.2011,16,138030,0,0,0
3577,06.06.2011,16,139253,0.5,0,0
3578,07.06.2011,16,128061,1,1,0
3579,08.06.2011,16,121361,2.2,0,1
3580,09.06.2011,16,136285,-0.3,0,0
3581,10.06.2011,16,138090,-1.5,0,0
3582,11.06.2011,16,134844,-2.5,0,0
3583,12.06.2011,16,119824,-2.1,0,1
3584,13.06.2011,16,120586,1,0,1
3585,14.06.2011,16,120778,2.6,1,0
3586,15.06.2011,16,120667,5.4,0,1
3587,16.06.2011,16,134230,4,0,0
3588,17.06.2011,16,134756,6.2,0,0
3589,18.06.2011,16,133953,8.5,0,0
3590,19.06.2011,16,132835,5,0,0
3591,20.06.2011,16,133307,8,0,0
3592,21.06.2011,16,122587,11,1,0
3593,22.06.2011,16,117300,8.5,0,1
3594,23.06.2011,16,132711,7,0,0
3595,24.06.2011,16,133794,10,0,0
3596,25.06.2011,16,134057,2.5,0,0
3597,26.06.2011,16,134162,1.5,0,0
3598,27.06.2011,16,132923,2,0,0
3599,28.06.2011,16,123470,5,1,0
3600,29.06.2011,16,117278,9.5,0,1
3601,30.06.2011,16,131512,14.5,0,0
3602,01.07.2011,16,133281,8.9,0,0
3603,02.07.2011,16,133517,10.5,0,0
3604,03.07.2011,16,133832,12.5,0,0
3605,04.07.2011,16,135109,9.5,0,0
3606,05.07.2011,16,125719,6,1,0
3607,06.07.2011,16,120358,10.5,0,1
3608,07.07.2011,16,133554,12,0,0
3609,08.07.2011,16,134581,8,0,0
3610,09.07.2011,16,134134,9.5,0,0
3611,10.07.2011,16,134830,13,0,0
3612,12.07.2011,16,125235,15,1,0
3613,13.07.2011,16,121050,21.2,0,1
3614,14.07.2011,16,132886,21,0,0
3615,15.07.2011,16,133165,23,0,0
3616,16.07.2011,16,132272,22.5,0,0
3617,17.07.2011,16,133334,18,0,0
3618,18.07.2011,16,133580,19.3,0,0
3619,19.07.2011,16,123557,14,1,0
3620,20.07.2011,16,120457,15.5,0,1
3621,21.07.2011,16,132458,15,0,0
3622,22.07.2011,16,133493,18.5,0,0
3623,23.07.2011,16,132288,20,0,0
3624,24.07.2011,16,131849,22,0,0
3625,25.07.2011,16,131391,22,0,0
3626,26.07.2011,16,123842,22,1,0
3627,27.07.2011,16,120551,23,0,1
3628,28.07.2011,16,129784,23,0,0
3629,29.07.2011,16,130887,18,0,0
3630,30.07.2011,16,132391,14,0,0
3631,31.07.2011,16,133177,13,0,0
3632,01.08.2011,16,133327,14.5,0,0
3633,02.08.2011,16,124532,16.5,1,0
3634,03.08.2011,16,118885,19,0,1
3635,04.08.2011,16,130953,20,0,0
3636,05.08.2011,16,132482,22.5,0,0
3637,06.08.2011,16,132308,23.5,0,0
3638,07.08.2011,16,133359,23,0,0
3639,08.08.2011,16,133547,23,0,0
3640,09.08.2011,16,125603,19,1,0
3641,10.08.2011,16,121684,18.5,0,1
3642,11.08.2011,16,133227,22,0,0
3643,12.08.2011,16,134278,21,0,0
3644,13.08.2011,16,133912,17.5,0,0
3645,14.08.2011,16,135713,13.5,0,0
3646,15.08.2011,16,134486,12.7,0,0
3647,16.08.2011,16,128138,12.5,1,0
3648,17.08.2011,16,125612,17,0,1
3649,18.08.2011,16,138124,13.4,0,0
3650,19.08.2011,16,140650,13.5,0,0
3651,20.08.2011,16,139635,16,0,0
3652,21.08.2011,16,139472,13,0,0
3653,22.08.2011,16,138355,15,0,0
3654,23.08.2011,16,128301,19,1,0
3655,24.08.2011,16,122642,19.2,0,1
3656,25.08.2011,16,136488,19,0,0
3657,26.08.2011,16,136920,17,0,0
3658,27.08.2011,16,136297,17,0,0
3659,28.08.2011,16,136703,15,0,0
3660,29.08.2011,16,134679,15,0,0
3661,30.08.2011,16,125505,17,1,0
3662,31.08.2011,16,120266,10.9,0,1
3663,01.09.2011,16,131492,14,0,0
3664,02.09.2011,16,136347,19.5,0,0
3665,03.09.2011,16,136000,22,0,0
3666,04.09.2011,16,137562,22.5,0,0
3667,05.09.2011,16,136053,21,0,0
3668,06.09.2011,16,126162,20,1,0
3669,07.09.2011,16,121620,20,0,1
3670,08.09.2011,16,134703,20,0,0
3671,09.09.2011,16,137412,19.5,0,0
3672,10.09.2011,16,137022,18.5,0,0
3673,11.09.2011,16,138450,20,0,0
3674,12.09.2011,16,138214,14.5,0,0
3675,13.09.2011,16,129292,17.5,1,0
3676,14.09.2011,16,125388,22.5,0,1
3677,15.09.2011,16,138536,23.5,0,0
3678,16.09.2011,16,138703,25,0,0
3679,17.09.2011,16,137586,22,0,0
3680,18.09.2011,16,138629,15,0,0
3681,19.09.2011,16,141820,16,0,0
3682,20.09.2011,16,130827,15,1,0
3683,21.09.2011,16,126862,12.5,0,1
3684,22.09.2011,16,141041,17.5,0,0
3685,23.09.2011,16,141174,20,0,0
3686,24.09.2011,16,139174,20,0,0
3687,25.09.2011,16,138912,16,0,0
3688,26.09.2011,16,137510,16,0,0
3689,27.09.2011,16,129780,13.5,1,0
3690,28.09.2011,16,127126,15,0,1
3691,29.09.2011,16,137089,15.5,0,0
3692,30.09.2011,16,139170,23.5,0,0
3693,01.10.2011,16,144267,22.5,0,0
3694,02.10.2011,16,145241,20.5,0,0
3695,03.10.2011,16,148166,19,0,0
3696,04.10.2011,16,141350,19.5,1,0
3697,05.10.2011,16,136827,20.5,0,1
3698,06.10.2011,16,149039,22.5,0,0
3699,07.10.2011,16,153252,24.5,0,0
3700,08.10.2011,16,157167,24.5,0,0
3701,09.10.2011,16,157589,25.4,0,0
3702,10.10.2011,16,157329,27,0,0
3703,11.10.2011,16,145420,22,1,0
3704,12.10.2011,16,139484,20.5,0,1
3705,13.10.2011,16,154578,19.5,0,0
3706,14.10.2011,16,156980,20,0,0
3707,15.10.2011,16,154574,21.5,0,0
3708,16.10.2011,16,155869,22.5,0,0
3709,17.10.2011,16,155611,28,0,0
3710,18.10.2011,16,149866,21,1,0
3711,19.10.2011,16,146188,21,0,1
3712,20.10.2011,16,163177,18.4,0,0
3713,21.10.2011,16,163291,18.5,0,0
3714,22.10.2011,16,165517,21,0,0
3715,23.10.2011,16,166836,21,0,0
3716,24.10.2011,16,168238,18.5,0,0
3717,25.10.2011,16,159230,15,1,0
3718,26.10.2011,16,153673,16,0,1
3719,27.10.2011,16,168616,15,0,0
3720,28.10.2011,16,168846,16,0,0
3721,29.10.2011,16,167114,15.5,0,0
3722,30.10.2011,16,166764,15.5,0,0
3723,31.10.2011,16,162336,14.5,0,0
3724,01.11.2011,16,149429,14,1,0
3725,02.11.2011,16,147043,13.5,0,1
3726,03.11.2011,16,146781,13,0,1
3727,04.11.2011,16,149002,15.4,0,1
3728,05.11.2011,16,161053,15,0,0
3729,06.11.2011,16,160743,14.5,0,0
3730,07.11.2011,16,161561,16,0,0
3731,08.11.2011,16,153775,13,1,0
3732,09.11.2011,16,150786,12,0,1
3733,10.11.2011,16,164011,11,0,0
3734,11.11.2011,16,166271,13,0,0
3735,12.11.2011,16,167898,14,0,0
3736,13.11.2011,16,167917,15,0,0
3737,14.11.2011,16,167589,15,0,0
3738,15.11.2011,16,160262,15.5,1,0
3739,16.11.2011,16,155929,11.5,0,1
3740,17.11.2011,16,170489,8,0,0
3741,18.11.2011,16,174558,5,0,0
3742,19.11.2011,16,175317,6,0,0
3743,20.11.2011,16,175656,8.5,0,0
3744,21.11.2011,16,174597,10.5,0,0
3745,22.11.2011,16,164844,13.5,1,0
3746,23.11.2011,16,161098,12.5,0,1
3747,24.11.2011,16,174845,12.1,0,0
3748,25.11.2011,16,176120,13.6,0,0
3749,26.11.2011,16,177627,15,0,0
3750,27.11.2011,16,176137,12.7,0,0
3751,28.11.2011,16,176502,11.5,0,0
3752,29.11.2011,16,166942,11,1,0
3753,30.11.2011,16,161608,8,0,1
3754,01.12.2011,16,178611,11.5,0,0
3755,02.12.2011,16,179908,6,0,0
3756,03.12.2011,16,181854,3,0,0
3757,04.12.2011,16,182566,4,0,0
3758,05.12.2011,16,180515,1,0,0
3759,06.12.2011,16,168329,4.5,1,0
3760,07.12.2011,16,163928,5.5,0,1
3761,08.12.2011,16,178399,5.5,0,0
3762,09.12.2011,16,179277,3,0,0
3763,10.12.2011,16,178742,4,0,0
3764,11.12.2011,16,178820,6,0,0
3765,12.12.2011,16,176692,9,0,0
3766,13.12.2011,16,166486,9,1,0
3767,14.12.2011,16,160439,8,0,1
3768,15.12.2011,16,175138,8.9,0,0
3769,16.12.2011,16,175861,5.7,0,0
3770,17.12.2011,16,175143,3,0,0
3771,18.12.2011,16,174811,0.6,0,0
3772,19.12.2011,16,174748,-0.3,0,0
3773,20.12.2011,16,164068,-3.3,1,0
3774,21.12.2011,16,159257,-3.5,0,1
3775,22.12.2011,16,174305,-1.5,0,0
3776,23.12.2011,16,175733,-4.5,0,0
3777,24.12.2011,16,174424,-9.3,0,0
3778,25.12.2011,16,174496,-8,0,0
3779,26.12.2011,16,173635,-7,0,0
3780,27.12.2011,16,167030,-5,1,0
3781,28.12.2011,16,162765,-2,0,1
3782,29.12.2011,16,174113,0.5,0,0
3783,30.12.2011,16,171331,3.5,0,0
3784,31.12.2011,16,163092,4.2,0,0
3785,01.01.2012,16,148693,3,0,1
3786,02.01.2012,16,150643,1.6,0,1
3787,03.01.2012,16,152217,-1.5,1,0
3788,04.01.2012,16,151017,-1,0,1
3789,05.01.2012,16,151824,-0.5,0,1
3790,06.01.2012,16,153695,0.5,0,1
3791,07.01.2012,16,153512,0.1,0,1
3792,08.01.2012,16,157540,0.7,0,1
3793,09.01.2012,16,159034,0.5,0,1
3794,10.01.2012,16,159064,5,1,0
3795,11.01.2012,16,158309,3,0,1
3796,12.01.2012,16,165696,1.5,0,0
3797,13.01.2012,16,164504,3,0,0
3798,14.01.2012,16,164824,3,0,0
3799,15.01.2012,16,163192,-1.9,0,0
3800,16.01.2012,16,161809,-7.4,0,0
3801,17.01.2012,16,155703,-8.5,1,0
3802,18.01.2012,16,152663,-8.5,0,1
3803,19.01.2012,16,164247,-7.9,0,0
3804,20.01.2012,16,166615,-6,0,0
3805,21.01.2012,16,167110,-3,0,0
3806,22.01.2012,16,171285,-4.5,0,0
3807,23.01.2012,16,173564,-5.6,0,0
3808,24.01.2012,16,169402,-8,1,0
3809,25.01.2012,16,166183,-12.5,0,1
3810,26.01.2012,16,178902,-11,0,0
3811,27.01.2012,16,178589,-9,0,0
3812,28.01.2012,16,180961,-6,0,0
3813,29.01.2012,16,180226,-5.5,0,0
3814,30.01.2012,16,179839,-6.1,0,0
3815,31.01.2012,16,166622,-6.8,1,0
3816,01.02.2012,16,162156,-9,0,1
3817,02.02.2012,16,173794,-15,0,0
3818,03.02.2012,16,174412,-13,0,0
3819,04.02.2012,16,172417,-3,0,0
3820,05.02.2012,16,172053,-8.5,0,0
3821,06.02.2012,16,174314,-16.5,0,0
3822,07.02.2012,16,165443,-6,1,0
3823,08.02.2012,16,160567,-8,0,1
3824,09.02.2012,16,174073,-9.5,0,0
3825,10.02.2012,16,175297,-4.5,0,0
3826,11.02.2012,16,173578,-4,0,0
3827,12.02.2012,16,172724,-3.5,0,0
3828,13.02.2012,16,170083,-0.5,0,0
3829,14.02.2012,16,161949,-1,1,0
3830,15.02.2012,16,157311,-0.5,0,1
3831,16.02.2012,16,171998,-2.1,0,0
3832,17.02.2012,16,173165,-3.4,0,0
3833,18.02.2012,16,174722,-3.9,0,0
3834,19.02.2012,16,175636,-6,0,0
3835,20.02.2012,16,173705,-1.5,0,0
3836,21.02.2012,16,159811,0.2,1,0
3837,22.02.2012,16,153252,-1.3,0,1
3838,23.02.2012,16,152381,-6.1,0,1
3839,24.02.2012,16,165613,-3,0,0
3840,25.02.2012,16,163762,-6.5,0,0
3841,26.02.2012,16,161613,-11.7,0,0
3842,27.02.2012,16,161292,-15.4,0,0
3843,28.02.2012,16,152491,-12.5,1,0
3844,29.02.2012,16,150134,-9.5,0,1
3845,01.03.2012,16,165084,-15.5,0,0
3846,02.03.2012,16,165589,-21.1,0,0
3847,03.03.2012,16,165784,-14.7,0,0
3848,04.03.2012,16,166465,-13.5,0,0
3849,05.03.2012,16,166518,-1.6,0,0
3850,06.03.2012,16,156865,0.1,1,0
3851,07.03.2012,16,150886,-1.5,0,1
3852,08.03.2012,16,150193,-11.5,0,1
3853,09.03.2012,16,162505,-25,0,0
3854,10.03.2012,16,163950,-22.5,0,0
3855,11.03.2012,16,162455,-14,0,0
3856,12.03.2012,16,162290,-9,0,0
3857,13.03.2012,16,151029,-5,1,0
3858,14.03.2012,16,146360,-3.1,0,1
3859,15.03.2012,16,160110,-2,0,0
3860,16.03.2012,16,159616,-1,0,0
3861,17.03.2012,16,159881,1.2,0,0
3862,18.03.2012,16,159357,-5,0,0
3863,19.03.2012,16,158855,-6.5,0,0
3864,20.03.2012,16,148136,-4,1,0
3865,21.03.2012,16,144290,-0.8,0,1
3866,22.03.2012,16,158080,-8,0,0
3867,23.03.2012,16,160430,-14,0,0
3868,24.03.2012,16,160126,-16.1,0,0
3869,25.03.2012,16,160676,-19.3,0,0
3870,26.03.2012,16,158630,-16.5,0,0
3871,27.03.2012,16,149033,-13.5,1,0
3872,28.03.2012,16,143097,-18.4,0,1
3873,29.03.2012,16,158100,-17.6,0,0
